time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,Q,T (C),S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0.270833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.291666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.3125,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.333333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.354166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.375,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.395833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.416666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.4375,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.458333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.479166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.5,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.520833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.541666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.5625,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.583333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.604166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.625,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.645833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.666666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.6875,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.708333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.729166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.75,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.770833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.791666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.8125,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.833333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.854166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.875,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.895833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.916666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.9375,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.958333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
0.979166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.020833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.041666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.0625,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.083333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.104166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.125,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.145833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.166666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.1875,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.208333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.229166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.25,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.270833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.291666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.3125,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.333333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.354166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.375,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.395833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.416666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.4375,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.458333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.479166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.5,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.520833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.541666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.5625,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.583333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.604166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.625,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.645833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.666666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.6875,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.708333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.729166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.75,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.770833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.791666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.8125,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.833333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.854166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.875,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.895833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.916666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.9375,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.958333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
1.979166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
2,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
2.020833333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
2.041666667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
2.0625,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
2.083333333,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
2.104166667,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
2.125,0.01,0.001,0.001,0.001,0.001,0.001,0.001,1.00E-07,1.00E-04,0.04,0.01,0.02,2,5,20,5,0,0.01,0.01,0.01,0.01,0.01,0.01,25,0.04,0.02,170,35,1,0,0,0,0,0,0,0,0,0,0,0
